"Word","Length","Freq_HAL","Log_Freq_HAL"
"ghastly","7","392","5.97"
"gerundial","9","2","0.69"
"gestalt","7","520","6.25"
"Gestapo","7","439","6.08"
"gestation","9","439","6.08"
"gesticulate","11","10","2.30"
"gesticulated","12","1","0.00"
"gesticulating","13","28","3.33"
"gesture","7","1960","7.58"
"gestured","8","245","5.50"
"gestures","8","971","6.88"
"gesticulation","13","6","1.79"
"gesturing","9","177","5.18"
"get","3","978898","13.79"
"getaway","7","462","6.14"
"gets","4","86927","11.37"
"getting","7","160518","11.99"
"Gettysburg","10","809","6.70"
"getup","5","32","3.47"
"geyser","6","351","5.86"
"geysers","7","104","4.64"
"Ghana","5","518","6.25"
"gherkin","7","23","3.14"
"gherkins","8","18","2.89"
"ghetto","6","1154","7.05"
"ghettos","7","355","5.87"
"ghost","5","10849","9.29"
"ghosted","7","80","4.38"
"ghostlike","9","7","1.95"
"ghosts","6","3394","8.13"
"ghoul","5","6739","8.82"
"ghouls","6","483","6.18"
"giant","5","35553","10.48"
"giants","6","4491","8.41"
"gibber","6","101","4.62"
"gibberish","9","906","6.81"
"gibbon","6","234","5.46"
"gibe","4","27","3.30"
"gibes","5","24","3.18"
"giblet","6","12","2.48"
"Gibraltar","9","413","6.02"
"giddiness","9","31","3.43"
"giddy","5","268","5.59"
"gift","4","11722","9.37"
"gifted","6","1836","7.52"
"gifts","5","5073","8.53"
"gig","3","6862","8.83"
"gigantic","8","1445","7.28"
"giggle","6","1348","7.21"
"giggled","7","1465","7.29"
"giggles","7","703","6.56"
"giggling","8","1008","6.92"
"gigolo","6","199","5.29"
"Gilbert","7","4184","8.34"
"gild","4","77","4.34"
"gilded","6","211","5.35"
"gill","4","1748","7.47"
"Gillespie","9","749","6.62"
"gilt","4","374","5.92"
"gimbaled","8","6","1.79"
"gimme","5","2168","7.68"
"gimmick","7","1439","7.27"
"gin","3","1092","7.00"
"ginger","6","2692","7.90"
"gingerly","8","398","5.99"
"gingham","7","28","3.33"
"gingerbread","11","122","4.80"
"gingersnap","10","5","1.61"
"ginghams","8","0","0.00"
"gingko","6","97","4.57"
"ginkgo","6","230","5.44"
"ginmill","7","0","0.00"
"ginner's","8","0","0.00"
"ginning","7","20","3.00"
"gins","4","22","3.09"
"ginseng","7","454","6.12"
"Giovanni","8","1329","7.19"
"giraffe","7","379","5.94"
"gird","4","146","4.98"
"girders","7","67","4.20"
"girdle","6","279","5.63"
"girl","4","40340","10.61"
"girlfriend","10","7675","8.95"
"girlhood","8","24","3.18"
"girlish","7","226","5.42"
"girlishly","9","12","2.48"
"girls","5","26581","10.19"
"girl's","6","3280","8.10"
"girth","5","237","5.47"
"gist","4","1041","6.95"
"give","4","230878","12.35"
"giveaway","8","641","6.46"
"giveaways","9","215","5.37"
"given","5","123144","11.72"
"giver","5","437","6.08"
"givers","6","134","4.90"
"gives","5","54544","10.91"
"giveth","6","293","5.68"
"giving","6","44099","10.69"
"gizzard","7","32","3.47"
"glace","5","95","4.55"
"glacial","7","1714","7.45"
"glacier","7","712","6.57"
"glaciers","8","717","6.58"
"glad","4","25586","10.15"
"gladden","7","83","4.42"
"glade","5","214","5.37"
"gladly","6","4172","8.34"
"gladness","8","80","4.38"
"gladiator","9","396","5.98"
"glamor","6","79","4.37"
"glamorize","9","24","3.18"
"glamorous","9","372","5.92"
"glance","6","3357","8.12"
"glanced","7","2019","7.61"
"glances","7","478","6.17"
"glancing","8","711","6.57"
"gland","5","740","6.61"
"glanders","8","0","0.00"
"glands","6","636","6.46"
"glandular","9","74","4.30"
"glare","5","908","6.81"
"glared","6","374","5.92"
"glaring","7","1213","7.10"
"glaringly","9","142","4.96"
"Glasgow","7","1995","7.60"
"glass","5","20768","9.94"
"glassblower","11","9","2.20"
"glasscutter","11","0","0.00"
"glasses","7","8546","9.05"
"glasshouse","10","29","3.37"
"glassless","9","2","0.69"
"glassware","9","257","5.55"
"glassy","6","242","5.49"
"glaucoma","8","388","5.96"
"glaze","5","504","6.22"
"glazed","6","474","6.16"
"glazes","6","78","4.36"
"glazing","7","138","4.93"
"gleam","5","451","6.11"
"gleamed","7","130","4.87"
"gleaming","8","499","6.21"
"glean","5","302","5.71"
"gleaned","7","730","6.59"
"glee","4","633","6.45"
"gleeful","7","155","5.04"
"gleefully","9","616","6.42"
"glees","5","3","1.10"
"glen","4","6171","8.73"
"Glenn","5","8629","9.06"
"glib","4","343","5.84"
"glibly","6","83","4.42"
"glide","5","1428","7.26"
"glided","6","211","5.35"
"glider","6","1966","7.58"
"gliders","7","477","6.17"
"glides","6","152","5.02"
"glimmer","7","401","5.99"
"glimmering","10","69","4.23"
"glimpse","7","1684","7.43"
"glimpsed","8","141","4.95"
"glimpses","8","372","5.92"
"glint","5","812","6.70"
"glinted","7","55","4.01"
"glinting","8","61","4.11"
"glisten","7","79","4.37"
"glistened","9","197","5.28"
"glistening","10","720","6.58"
"glitter","7","898","6.80"
"glittered","9","62","4.13"
"glittering","10","318","5.76"
"gloat","5","313","5.75"
"gloated","7","63","4.14"
"gloats","6","57","4.04"
"global","6","30247","10.32"
"globally","8","1877","7.54"
"globe","5","5452","8.60"
"globes","6","376","5.93"
"globetrotter","12","32","3.47"
"globular","8","358","5.88"
"globule","7","25","3.22"
"globulin","8","280","5.63"
"glockenspiel","12","51","3.93"
"gloom","5","3144","8.05"
"gloomily","8","16","2.77"
"gloomy","6","544","6.30"
"Gloria","6","3550","8.17"
"glories","7","373","5.92"
"glorification","13","182","5.20"
"glorified","9","827","6.72"
"glorifies","9","84","4.43"
"glorify","7","537","6.29"
"glorious","8","2924","7.98"
"glory","5","9891","9.20"
"gloriously","10","148","5.00"
"glorying","8","11","2.40"
"gloss","5","895","6.80"
"glossary","8","2490","7.82"
"glossed","7","232","5.45"
"glossy","6","2856","7.96"
"glottal","7","69","4.23"
"Gloucester","10","669","6.51"
"glove","5","2355","7.76"
"gloved","6","223","5.41"
"gloves","6","3969","8.29"
"glow","4","2584","7.86"
"glowed","6","319","5.77"
"glower","6","89","4.49"
"glowered","8","55","4.01"
"glowering","9","51","3.93"
"glowing","7","2005","7.60"
"glows","5","270","5.60"
"glucose","7","2425","7.79"
"glue","4","5283","8.57"
"glued","5","1437","7.27"
"glum","4","69","4.23"
"glumly","6","38","3.64"
"glut","4","623","6.43"
"gluten","6","760","6.63"
"glutinous","9","10","2.30"
"glutted","7","31","3.43"
"glutton","7","115","4.74"
"gluttons","8","21","3.04"
"gluttony","8","82","4.41"
"glycerin","8","113","4.73"
"glycerine","9","151","5.02"
"glycerol","8","140","4.94"
"glycol","6","324","5.78"
"gnarled","7","123","4.81"
"gnash","5","54","3.99"
"gnashing","8","153","5.03"
"gnat","4","1244","7.13"
"gnaw","4","157","5.06"
"gnawed","6","77","4.34"
"gnawing","7","383","5.95"
"gnome","5","576","6.36"
"gnomelike","9","1","0.00"
"gnomes","6","1773","7.48"
"go","2","409671","12.92"
"goad","4","188","5.24"
"goaded","6","91","4.51"
"goal","4","26030","10.17"
"goalie","6","1109","7.01"
"goalkeeper","10","219","5.39"
"goalpost","8","33","3.50"
"goals","5","14806","9.60"
"goat","4","2562","7.85"
"goatee","6","186","5.23"
"goatherd","8","27","3.30"
"goat's","6","114","4.74"
"goatskin","8","19","2.94"
"gob","3","417","6.03"
"gobble","6","231","5.44"
"gobbled","7","186","5.23"
"gobbledygook","12","99","4.60"
"gobbler","7","99","4.60"
"gobblers","8","27","3.30"
"gobbles","7","105","4.65"
"goblet","6","103","4.63"
"goblin","6","25243","10.14"
"gobs","4","660","6.49"
"god","3","129944","11.77"
"godchild","8","23","3.14"
"goddaughter","11","9","2.20"
"goddess","7","5486","8.61"
"godfather","9","880","6.78"
"godfearing","10","5","1.61"
"godforsaken","11","100","4.61"
"godhead","7","906","6.81"
"godless","7","399","5.99"
"frothing","8","380","5.94"
"frothy","6","142","4.96"
"frown","5","804","6.69"
"frowned","7","1284","7.16"
"frowning","8","197","5.28"
"frowningly","10","0","0.00"
"frowns","6","233","5.45"
"frowzy","6","3","1.10"
"froze","5","1329","7.19"
"frozen","6","7705","8.95"
"frugal","6","658","6.49"
"frugality","9","84","4.43"
"frugally","8","51","3.93"
"fruit","5","10728","9.28"
"fruitcake","9","217","5.38"
"fruitful","8","767","6.64"
"fruitfully","10","41","3.71"
"fruitfulness","12","20","3.00"
"fruition","8","305","5.72"
"fruitless","9","531","6.27"
"fruitlessly","11","51","3.93"
"fruits","6","4378","8.38"
"fruity","6","295","5.69"
"frump","5","31","3.43"
"frumpy","6","51","3.93"
"frustrate","9","258","5.55"
"frustrated","10","4777","8.47"
"frustrating","11","3886","8.27"
"frustrations","12","764","6.64"
"fry","3","4052","8.31"
"fryer","5","200","5.30"
"frustration","11","4331","8.37"
"fuchsia","7","28","3.33"
"fudge","5","1417","7.26"
"fuel","4","16552","9.71"
"fueled","6","740","6.61"
"fuels","5","1636","7.40"
"fugitive","8","978","6.89"
"fugitives","9","159","5.07"
"fugue","5","438","6.08"
"fuhrer","6","284","5.65"
"Fuji","4","1380","7.23"
"Fulbright","9","320","5.77"
"fulcrum","7","154","5.04"
"fulfill","7","3844","8.25"
"fulfilled","9","2164","7.68"
"fulfilling","10","1539","7.34"
"fulfillment","11","1661","7.42"
"fulfills","8","656","6.49"
"full","4","155605","11.96"
"fullback","8","127","4.84"
"fullbacking","11","0","0.00"
"fuller","6","3091","8.04"
"fullest","7","1022","6.93"
"fullness","8","582","6.37"
"fully","5","35053","10.46"
"fulminate","9","75","4.32"
"fulminating","11","19","2.94"
"Fulton","6","1082","6.99"
"fumble","6","332","5.81"
"fumbled","7","285","5.65"
"fumbling","8","372","5.92"
"fume","4","222","5.40"
"fumed","5","89","4.49"
"fumes","5","1047","6.95"
"fumigate","8","20","3.00"
"fumigation","10","41","3.71"
"fuming","6","192","5.26"
"fun","3","75696","11.23"
"function","8","57907","10.97"
"functioned","10","486","6.19"
"functioning","11","3959","8.28"
"functions","9","33459","10.42"
"functional","10","9568","9.17"
"functionally","12","856","6.75"
"functionalism","13","58","4.06"
"functionalist","13","44","3.78"
"fund","4","17735","9.78"
"fundamental","11","11945","9.39"
"fundamentalism","14","747","6.62"
"fundamentalist","14","2331","7.75"
"fundamentally","13","2425","7.79"
"fundamentals","12","2013","7.61"
"funding","7","12763","9.45"
"funds","5","23862","10.08"
"fund's","6","169","5.13"
"funeral","7","3227","8.08"
"funerals","8","311","5.74"
"funereal","8","30","3.40"
"funfair","7","12","2.48"
"fungal","6","1579","7.36"
"fungi","5","1169","7.06"
"furlough","8","44","3.78"
"fungicide","9","87","4.47"
"fungicides","10","95","4.55"
"fungus","6","885","6.79"
"funk","4","2551","7.84"
"funky","5","2887","7.97"
"funnel","6","791","6.67"
"funneled","8","146","4.98"
"funnels","7","75","4.32"
"funnier","7","932","6.84"
"funniest","8","1668","7.42"
"funny","5","36714","10.51"
"fur","3","4642","8.44"
"furbish","7","4","1.39"
"furbishing","10","0","0.00"
"furies","6","154","5.04"
"furious","7","1603","7.38"
"furiously","9","848","6.74"
"furl","4","4","1.39"
"furled","6","24","3.18"
"furlong","7","181","5.20"
"furlongs","8","33","3.50"
"furloughed","10","10","2.30"
"furnace","7","1248","7.13"
"furnaces","8","350","5.86"
"furnace's","9","3","1.10"
"furnish","7","1095","7.00"
"furnished","9","1100","7.00"
"furnishes","9","124","4.82"
"furnishing","10","153","5.03"
"furnishings","11","265","5.58"
"furniture","9","4701","8.46"
"furor","5","335","5.81"
"furrow","6","151","5.02"
"furrowed","8","95","4.55"
"furrows","7","64","4.16"
"furry","5","3524","8.17"
"furs","4","334","5.81"
"further","7","83287","11.33"
"furthered","9","105","4.65"
"furthering","10","490","6.19"
"furtive","7","116","4.75"
"furtively","9","76","4.33"
"furthermore","11","11586","9.36"
"furthermost","11","0","0.00"
"fury","4","3864","8.26"
"fuse","4","2292","7.74"
"fused","5","459","6.13"
"fuselage","8","759","6.63"
"fuses","5","619","6.43"
"fusing","6","213","5.36"
"fusion","6","8735","9.08"
"fuss","4","1986","7.59"
"fussily","7","3","1.10"
"fussing","7","169","5.13"
"fussy","5","528","6.27"
"fusty","5","8","2.08"
"futile","6","2579","7.86"
"futility","8","514","6.24"
"future","6","90741","11.42"
"futurism","8","130","4.87"
"futurist","8","255","5.54"
"gages","5","69","4.23"
"gagged","6","721","6.58"
"futuristic","10","835","6.73"
"fuzz","4","726","6.59"
"fuzzed","6","42","3.74"
"fuzzy","5","6439","8.77"
"gab","3","362","5.89"
"gabble","6","8","2.08"
"gabbling","8","3","1.10"
"gable","5","194","5.27"
"gables","6","314","5.75"
"Gabriel","7","6111","8.72"
"Gabrielle","9","752","6.62"
"Gabriel's","9","236","5.46"
"gadfly","6","208","5.34"
"gadget","6","1337","7.20"
"gadgetry","8","106","4.66"
"gadgets","7","1192","7.08"
"Gaelic","6","1345","7.20"
"gaff","4","398","5.99"
"gaffer","6","90","4.50"
"gag","3","3169","8.06"
"gaga","4","95","4.55"
"gage","4","689","6.54"
"gagging","7","311","5.74"
"gaggle","6","157","5.06"
"gaging","6","11","2.40"
"gags","4","633","6.45"
"gagwriters","10","0","0.00"
"gaieties","8","8","2.08"
"gaiety","6","59","4.08"
"gaily","5","88","4.48"
"gain","4","23905","10.08"
"gained","6","7170","8.88"
"gainer","6","105","4.65"
"gainers","7","158","5.06"
"Gainesville","11","1545","7.34"
"gainful","7","229","5.43"
"gaining","7","4039","8.30"
"gains","5","7633","8.94"
"gait","4","655","6.48"
"gaited","6","20","3.00"
"gal","3","3233","8.08"
"gala","4","769","6.65"
"galactic","8","3288","8.10"
"Galahad","7","290","5.67"
"Galapagos","9","367","5.91"
"galaxies","8","2227","7.71"
"galaxy","6","9295","9.14"
"gale","4","924","6.83"
"Galilee","7","266","5.58"
"gall","4","1258","7.14"
"gallant","7","481","6.18"
"gallantry","9","64","4.16"
"gallants","8","1","0.00"
"gallbladder","11","70","4.25"
"galled","6","29","3.37"
"galleon","7","66","4.19"
"galleries","9","752","6.62"
"gallery","7","4490","8.41"
"gallery's","9","45","3.81"
"galley","6","470","6.15"
"galleys","7","123","4.81"
"gallivant","9","0","0.00"
"gallon","6","3694","8.21"
"gallons","7","1933","7.57"
"gallop","6","214","5.37"
"galloped","8","23","3.14"
"galloping","9","217","5.38"
"gallows","7","279","5.63"
"galls","5","82","4.41"
"gallstone","9","15","2.71"
"gallstones","10","47","3.85"
"gallup","6","469","6.15"
"galore","6","761","6.63"
"galoshes","8","19","2.94"
"gals","4","1518","7.33"
"galvanic","8","80","4.38"
"galvanism","9","10","2.30"
"galvanize","9","48","3.87"
"galvanizing","11","64","4.16"
"Galveston","9","656","6.49"
"gambit","6","2333","7.75"
"gambits","7","59","4.08"
"gamble","6","1968","7.58"
"gambler","7","442","6.09"
"gamblers","8","472","6.16"
"gambles","7","98","4.58"
"gambling","8","3044","8.02"
"game","4","197271","12.19"
"gamebird","8","3","1.10"
"gamecock","8","27","3.30"
"gamekeeper","10","7","1.95"
"games","5","126190","11.75"
"game's","6","798","6.68"
"gamesman","8","9","2.20"
"gaming","6","7740","8.95"
"gamma","5","4538","8.42"
"gamut","5","459","6.13"
"gander","6","441","6.09"
"gang","4","7821","8.96"
"Ganges","6","115","4.74"
"gangland","8","66","4.19"
"ganglion","8","57","4.04"
"gangplank","9","21","3.04"
"gangrene","8","120","4.79"
"gangs","5","1708","7.44"
"gang's","6","66","4.19"
"gangster","8","882","6.78"
"gangsters","9","472","6.16"
"gangway","7","56","4.03"
"gantry","6","130","4.87"
"gap","3","6721","8.81"
"gape","4","153","5.03"
"gaped","5","153","5.03"
"gaping","6","639","6.46"
"gaps","4","2498","7.82"
"garage","6","5868","8.68"
"garaged","7","115","4.74"
"garages","7","356","5.87"
"garb","4","487","6.19"
"garbage","7","12598","9.44"
"garbed","6","23","3.14"
"garble","6","109","4.69"
"garbled","7","919","6.82"
"garden","6","11220","9.33"
"gardened","8","12","2.48"
"gardener","8","789","6.67"
"gardeners","9","428","6.06"
"gardenia","8","66","4.19"
"gardenias","9","23","3.14"
"gardening","9","1802","7.50"
"gardens","7","3165","8.06"
"gargantuan","10","184","5.21"
"gargle","6","108","4.68"
"gargoyle","8","2933","7.98"
"garish","6","117","4.76"
"garishness","10","1","0.00"
"garland","7","1083","6.99"
"garlanded","9","22","3.09"
"garlic","6","4140","8.33"
"garment","7","1073","6.98"
"garments","8","829","6.72"
"garner","6","1765","7.48"
"garnet","6","458","6.13"
"garnish","7","423","6.05"
"garret","6","293","5.68"
"garrison","8","1708","7.44"
"garrisoned","10","20","3.00"
"garrulous","9","22","3.09"
"garter","6","688","6.53"
"Gary","4","27188","10.21"
"gas","3","25773","10.16"
"gaseous","7","1735","7.46"
"gases","5","1527","7.33"
"gash","4","260","5.56"
"gashes","6","48","3.87"
"gasket","6","889","6.79"
"gaskets","7","422","6.05"
"gasket's","8","0","0.00"
"gaslight","8","265","5.58"
"gaslights","9","2","0.69"
"gasman","6","27","3.30"
"gasmask","7","10","2.30"
"gasoline","8","3130","8.05"
"gasp","4","2664","7.89"
"gasped","6","1955","7.58"
"gasping","7","915","6.82"
"gaspingly","9","2","0.69"
"gasps","5","493","6.20"
"gassed","6","377","5.93"
"gassing","7","504","6.22"
"gassy","5","93","4.53"
"gastric","7","399","5.99"
"gasworks","8","36","3.58"
"gastronomic","11","29","3.37"
"gastronomy","10","19","2.94"
"gastrointestinal","16","341","5.83"
"gate","4","16638","9.72"
"gatehouse","9","53","3.97"
"gatekeeper","10","475","6.16"
"gatepost","8","2","0.69"
"gates","5","10970","9.30"
"gateway","7","18914","9.85"
"gateways","8","2781","7.93"
"gather","6","7255","8.89"
"gathered","8","5341","8.58"
"gathering","9","8601","9.06"
"gatherings","10","884","6.78"
"gathers","7","556","6.32"
"Gatlinburg","10","121","4.80"
"gator","5","492","6.20"
"Gatsby","6","99","4.60"
"gaucho","6","86","4.45"
"gaud","4","7","1.95"
"gaudy","5","192","5.26"
"gauge","5","4936","8.50"
"gauged","6","105","4.65"
"Gaul","4","387","5.96"
"gaunt","5","340","5.83"
"gauntlet","8","5029","8.52"
"Gauss","5","672","6.51"
"Gaussian","8","457","6.12"
"gauze","5","304","5.72"
"gauzy","5","31","3.43"
"gave","4","52246","10.86"
"gavel","5","137","4.92"
"gawk","4","408","6.01"
"gawky","5","31","3.43"
"gay","3","30314","10.32"
"gaze","4","2488","7.82"
"gazebo","6","129","4.86"
"gazed","5","769","6.65"
"gazelle","7","254","5.54"
"gazer","5","47","3.85"
"gazes","5","169","5.13"
"gazette","7","1234","7.12"
"gazettes","8","15","2.71"
"gazing","6","612","6.42"
"gear","4","15326","9.64"
"geared","6","2390","7.78"
"gearing","7","594","6.39"
"gears","5","2395","7.78"
"gecko","5","304","5.72"
"geese","5","640","6.46"
"geezer","6","198","5.29"
"Gehrig","6","172","5.15"
"Geiger","6","555","6.32"
"geisha","6","103","4.63"
"gel","3","2476","7.81"
"gelatin","7","695","6.54"
"gelatinous","10","104","4.64"
"gelding","7","287","5.66"
"gem","3","3223","8.08"
"Gemini","6","1699","7.44"
"gemlike","7","0","0.00"
"forgive","7","8912","9.10"
"forgiven","8","1509","7.32"
"forgiving","9","1320","7.19"
"forgo","5","410","6.02"
"forgiveness","11","2117","7.66"
"forgone","7","58","4.06"
"forgot","6","18013","9.80"
"forgotten","9","10999","9.31"
"fork","4","11253","9.33"
"forked","6","538","6.29"
"forklift","8","103","4.63"
"forks","5","2289","7.74"
"forlorn","7","239","5.48"
"form","4","118268","11.68"
"formal","6","12504","9.43"
"formaldehyde","12","279","5.63"
"formalist","9","22","3.09"
"formalities","11","232","5.45"
"formality","9","320","5.77"
"formalize","9","194","5.27"
"formalized","10","322","5.77"
"formally","8","2770","7.93"
"format","6","79019","11.28"
"formation","9","6756","8.82"
"formations","10","907","6.81"
"formative","9","475","6.16"
"formats","7","15966","9.68"
"formed","6","14486","9.58"
"former","6","37821","10.54"
"formerly","8","8094","9.00"
"Formica","7","123","4.81"
"formidable","10","1339","7.20"
"formidably","10","15","2.71"
"forming","7","4645","8.44"
"formless","8","166","5.11"
"forms","5","34877","10.46"
"formula","7","11727","9.37"
"formulae","8","785","6.67"
"formulaic","9","145","4.98"
"formulas","8","2260","7.72"
"formulate","9","1178","7.07"
"formulated","10","1333","7.20"
"formulation","11","1497","7.31"
"formulations","12","451","6.11"
"fornicate","9","28","3.33"
"formulating","11","581","6.36"
"fornication","11","383","5.95"
"forsake","7","391","5.97"
"forsaken","8","859","6.76"
"forsakes","8","20","3.00"
"forsooth","8","49","3.89"
"forswear","8","19","2.94"
"forsythia","9","33","3.50"
"fort","4","8420","9.04"
"forte","5","1431","7.27"
"forth","5","22411","10.02"
"forthcoming","11","3737","8.23"
"forthright","10","287","5.66"
"forthrightly","12","110","4.70"
"forthrightness","14","28","3.33"
"forthwith","9","204","5.32"
"forties","7","491","6.20"
"fortieth","8","26","3.26"
"founder","7","5552","8.62"
"foundering","10","19","2.94"
"founders","8","2536","7.84"
"fortifications","14","227","5.42"
"fortified","9","2331","7.75"
"fortify","7","142","4.96"
"fortification","13","113","4.73"
"fortissimo","10","42","3.74"
"fortitude","9","519","6.25"
"fortnight","9","323","5.78"
"fortress","8","3082","8.03"
"fortresses","10","161","5.08"
"forts","5","320","5.77"
"fortuitous","10","113","4.73"
"fortunate","9","3159","8.06"
"fortunately","11","7535","8.93"
"fortune","7","15978","9.68"
"fortunes","8","1020","6.93"
"forty","5","3401","8.13"
"forum","5","31556","10.36"
"forums","6","5514","8.62"
"forward","7","58128","10.97"
"forwarded","9","7740","8.95"
"forwarding","10","3049","8.02"
"forwards","8","1898","7.55"
"forwent","7","2","0.69"
"fossil","6","2605","7.87"
"fossilize","9","19","2.94"
"fossilized","10","144","4.97"
"foster","6","9586","9.17"
"fostered","8","451","6.11"
"fostering","9","571","6.35"
"fosters","7","545","6.30"
"fought","6","8254","9.02"
"foul","4","4072","8.31"
"fouled","6","466","6.14"
"foulest","7","28","3.33"
"fouling","7","260","5.56"
"foully","6","12","2.48"
"found","5","199981","12.21"
"foundation","10","20531","9.93"
"foundations","11","2804","7.94"
"foundation's","12","383","5.95"
"founded","7","9293","9.14"
"founding","8","4317","8.37"
"foundling","9","35","3.56"
"foundry","7","431","6.07"
"fountain","8","4302","8.37"
"fountainhead","12","309","5.73"
"fountains","9","444","6.10"
"four","4","85200","11.35"
"foureyes","8","0","0.00"
"fourfold","8","38","3.64"
"fourpence","9","3","1.10"
"fourpenny","9","0","0.00"
"fours","5","588","6.38"
"foursome","8","202","5.31"
"foursquare","10","28","3.33"
"fourteen","8","1765","7.48"
"fourteenth","10","1139","7.04"
"fourth","6","15701","9.66"
"fowl","4","417","6.03"
"fowler","6","1709","7.44"
"fox","3","13959","9.54"
"foxglove","8","423","6.05"
"foxhole","7","73","4.29"
"foxholes","8","50","3.91"
"foxhound","8","24","3.18"
"foxhunt","7","11","2.40"
"fox's","5","466","6.14"
"foxtrot","7","320","5.77"
"foxy","4","272","5.61"
"foyer","5","334","5.81"
"fracas","6","143","4.96"
"fraction","8","5560","8.62"
"fractional","10","987","6.89"
"fractionated","12","158","5.06"
"fractionation","13","35","3.56"
"fractions","9","857","6.75"
"fractious","9","83","4.42"
"fracture","8","803","6.69"
"fractured","9","480","6.17"
"fractures","9","340","5.83"
"fragile","7","2339","7.76"
"fragment","8","14674","9.59"
"fragments","9","2784","7.93"
"fragility","9","159","5.07"
"fragmentarily","13","2","0.69"
"fragmentary","11","159","5.07"
"fragmentation","13","1074","6.98"
"fragmented","10","1058","6.96"
"fragrance","9","566","6.34"
"fragrances","10","163","5.09"
"fragrant","8","517","6.25"
"frail","5","429","6.06"
"frailest","8","2","0.69"
"frailty","7","70","4.25"
"frame","5","31447","10.36"
"framed","6","1759","7.47"
"framer","6","67","4.20"
"frames","6","8094","9.00"
"framework","9","5996","8.70"
"framing","7","1159","7.06"
"Fran","4","1883","7.54"
"franc","5","565","6.34"
"France","6","27961","10.24"
"Frances","7","1441","7.27"
"France's","8","404","6.00"
"franchise","9","2376","7.77"
"franchisement","13","0","0.00"
"franchises","10","682","6.53"
"Francis","7","6917","8.84"
"Franciscan","10","258","5.55"
"Franciscans","11","92","4.52"
"Francisco","9","31656","10.36"
"Francisco's","11","255","5.54"
"Franco","6","1803","7.50"
"francs","6","790","6.67"
"frank","5","34023","10.43"
"franker","7","2","0.69"
"frankest","8","1","0.00"
"Frankfort","9","185","5.22"
"Frankfurt","9","2142","7.67"
"frankfurter","11","157","5.06"
"frankfurters","12","42","3.74"
"Frankfurter's","13","1","0.00"
"Frankie","7","1790","7.49"
"Franklin","8","6288","8.75"
"frankincense","12","49","3.89"
"Franklin's","10","265","5.58"
"frankly","7","8452","9.04"
"frankness","9","47","3.85"
"franks","6","862","6.76"
"Fran's","6","88","4.48"
"frantic","7","1160","7.06"
"frantically","11","1128","7.03"
"frappe","6","60","4.09"
"fraternal","9","389","5.96"
"fraternities","12","843","6.74"
"fraternity","10","1783","7.49"
"fraternize","10","20","3.00"
"fraternized","11","8","2.08"
"fratricide","10","32","3.47"
"fraud","5","7665","8.94"
"frauds","6","478","6.17"
"fraud's","7","3","1.10"
"fraudulence","11","22","3.09"
"freeborn","8","51","3.93"
"freed","5","2677","7.89"
"fraudulent","10","1182","7.07"
"fraught","7","423","6.05"
"fraulein","8","30","3.40"
"fray","4","815","6.70"
"frayed","6","371","5.92"
"frazzle","7","18","2.89"
"frazzled","8","91","4.51"
"freak","5","4223","8.35"
"freakish","8","115","4.74"
"freaks","6","2051","7.63"
"freaky","6","356","5.87"
"freckle","7","22","3.09"
"freckled","8","95","4.55"
"freckles","8","254","5.54"
"Fred","4","15428","9.64"
"Fredericksburg","14","324","5.78"
"Fred's","6","328","5.79"
"free","4","244067","12.41"
"freebie","7","548","6.31"
"freeboard","9","14","2.64"
"freebooters","11","11","2.40"
"freedman","8","891","6.79"
"freedmen","8","55","4.01"
"freedom","7","44824","10.71"
"freedoms","8","3071","8.03"
"freedom's","9","289","5.67"
"freedwoman","10","0","0.00"
"freehand","8","1210","7.10"
"freeholder","10","9","2.20"
"freeholders","11","21","3.04"
"freeing","7","1485","7.30"
"freelance","9","3368","8.12"
"freeload","8","25","3.22"
"freeloader","10","32","3.47"
"freely","6","12728","9.45"
"freeman","7","3486","8.16"
"freeman's","9","138","4.93"
"Freemason","9","89","4.49"
"freer","5","450","6.11"
"frees","5","659","6.49"
"freest","6","92","4.52"
"freestyle","9","1175","7.07"
"freestanding","12","154","5.04"
"freethinker","11","31","3.43"
"freethinkers","12","125","4.83"
"freeway","7","2422","7.79"
"freeways","8","408","6.01"
"freewheel","9","474","6.16"
"freewheelers","12","12","2.48"
"freewill","8","123","4.81"
"freeze","6","5680","8.64"
"freezer","7","1554","7.35"
"freezers","8","65","4.17"
"freezes","7","2646","7.88"
"freezing","8","3109","8.04"
"freight","7","2662","7.89"
"freighter","9","617","6.42"
"freighters","10","195","5.27"
"freightliner","12","23","3.14"
"freights","8","68","4.22"
"freight's","9","0","0.00"
"French","6","36635","10.51"
"Frenchman","9","399","5.99"
"Frenchman's","11","21","3.04"
"Frenchmen","9","203","5.31"
"Frenchwoman","11","11","2.40"
"frenetic","8","122","4.80"
"frenzied","8","308","5.73"
"frenziedly","10","14","2.64"
"frenzy","6","2055","7.63"
"frequencies","11","7012","8.86"
"frequency","9","22489","10.02"
"frequent","8","9855","9.20"
"frequented","10","358","5.88"
"frequently","10","33715","10.43"
"fresco","6","418","6.04"
"frescoed","8","1","0.00"
"frescoes","8","27","3.30"
"frescos","7","18","2.89"
"fresh","5","15597","9.65"
"freshen","7","103","4.63"
"freshened","9","40","3.69"
"freshly","7","1226","7.11"
"freshman","8","2492","7.82"
"freshmen","8","687","6.53"
